DP000238,ZZ TRENDWAY BUILDER,"70 A. MABINI ST.,KALOOKAN CITY",,28-85-49,0,270-103-675-928V,270-103-675-928V
DP000239,ZZ TROPICAL BIOLOGICAL PHILS. INC,"97 MATATAG ST., DILIMANQUEZON CITY",WEN LEGASPI,921-78-31,0,,
DP000240,UNION MOTOR CORPORATION,Y760 DRA. PAZ GUANZON ST.PACO MANILA,MARISSA DABU,507-661-65,0,,
DP000241,UREKA STEEL INDUSTRIES COMPANY,"5 21ST AVENUE, CUBAOQUEZON CITY",CRISTY,911-21-54,0,101-011-457V,101-011-457V
DP000242,VALUE - PRO INTERNATIONAL,"23 SIBUYAN ST., STA.MESA HEIGHTS,QUEZON CITY",JOVINA/BERNIE,7311977,60,380-145-803-764V,380-145-803764V
DP000243,WORLWIDE ELECTRONICS APPLIANCE,"356-388 QUINTIN PAREDES ,ST., BINONDO MANILA",TESS/MARIO TAN,241-34-46,0,030-003-956-589V,030-003-956-589V
DP000244,ZZ YANA LUMBER AND HARDWARE,"151 KALINAGE ST.,QUEZON CITY",,732-01-63,30,100-071-612V,100-071-612V
DP000245,ZENO CHEMICAL INDUSTRIES,"UNIT 207 MAKATI TERRACESCONDOMINIUM, 3650 DAVILAST., MAKATI CITY",BETH/EDITH,687-77-14,60,321-002-499-333V,321-002-499-333V
DP000246,WILMER TEE,METRO MANILA,WILMER,,0,,
DP000247,PCF-BINAN,BINAN,ROSELLE,,0,,
DP000248,ZZ LES BENDETTE ENTERPRISES,"284 CHESTNUT ST.,RAINBOW5 PHASE 2 DEPARO,CALOOCANCITY",CATHERINE B. SANCHEZ,939-68-37,30,173-126-481-000 VAT,173-126-481-000 VAT
DP000249,ZZ GREEN PLATE,QUEZON CITY,DOLOR,,0,,
DP000250,ZZ ROXANNE COMMERIAL,METRO MANILA,,,0,,
DP000251,RODEL DIMACULANGAN,Q.C.,,,0,,
DP000252,DR. JOSE BAYLON LINDA,METRO MANILA,JOSE BAYLON LINDA,,0,,
DP000253,"ZZ MENDOZA, CHRIS",METRO MANILA,CHRIS,,0,,
DP000254,ZZ BELINDA T. KUANKEN,BINAN,,,0,,
DP000255,ESPIE MARTINEZ,METRO MANILA,ESPIE,,0,,
DP000256,"ZZ MAYNILAD WATER SERVICES, INC.","MWSS COMPOUND, KATIPUNANROAD, BALARA Q.C.",,,0,005-393-442-000VAT,005-393-442-000VAT
DP000257,CLUB FILIPINO,QUEZON CITY,,,0,,
DP000258,ZZ SR COMMISSION - OTC,H.O.,,,0,,
DP000259,ZZ ITCPH,MANILA,,,0,,
DP000260,ZZ OKIDOK P/S,BATANGAS,,,0,,
DP000261,ZZ TING MACHING,MANILA,,,0,,
DP000262,ZZ LUISITA FARM,MANILA,,,0,,
DP000263,ZZ DANILO MENESES,BINONDO,,,0,,
DP000264,PVMA-NM,MANILA,,,0,,
DP000265,ZZ KISSINGER FARM,BULACAN,JOEL LOPEZ,,0,,
DP000266,ZZ PATRICIA MARJORIE LAMBERTE,QUEZON CITY,,,0,,
DP000267,ESTRELLA REAL ESTATE CORP.,METRO MANILA,EYC,,0,000-761-144-000,
DP000268,"ZZ CHANDLER PHILS, INC.",QUEZON CITY,,,0,,
DP000269,ZZ JOSELITO A. LIMCUMPAO,MATATAG,DOC LIM,,0,,
DP000270,ZZ PENTAGON 96,METRO MANILA,,,0,,
DP000271,ZZ MAROPA INDUSTRIES,MANILA,,,0,103-938-357,103-938-357
DP000272,ZZ RFM GROWERS,MANILA,DR. BAUTISTA,,0,,
DP000273,ZZ RODER FARM COMMODITIES,q.c.,,,0,,
DP000274,ZZ ER-AGRO P/S,PHILIPPINES,,,0,,
DP000275,"ZZ GLORIOUS TREASURES TRADING, INC.",Q.C.,,,0,,
DP000276,ZZ MICRO ACCESS,MANILA,,,0,,
DP000277,P & N COMMERCIAL,MANILA,,,0,,
DP000278,ZZ NONONG REYES,"DILIMAN,QUEZON CITY",NONONG,,0,,
DP000279,ZZ EDWIN ARAJO,MANILA,,,0,,
DP000280,ZZ FRED SIVILLITA,MANILA,,,0,,
DP000281,ZZ BLACKGOLD AGRIVET,MANILA,,,0,,
DP000282,YANA CHEMODITIES,"151 Kaliraya St.,Q.C.",JASMIN/ALFREDO,732-23-29,60,003-584-182-000 VAT,003-584-182-000
DP000283,BUSINESS STATISTICS MONITOR,MANILA,,,0,038-103-964-964V,038-103-964-964V
DP000284,MISAMIS ORIENTAL TELEPHONE,MANILA,,,0,,
DP000285,ZZ GUIGINTO ANIMAL HEALTH CENTER,MANILA,,,0,,
DP000286,ZZ CANNOSSA PARENTS TORCH,LIPA CITY,,,0,,
DP000287,ZZ AIRNOTE COMMERCIAL,METRO MANILA,,,0,,
DP000288,ZZ SIMS BATTERY SUPPLY,METRO MANILA,,,0,,
DP000289,ZZ CLEAN CITY COMMERCIAL,"1851 MARIA Y. OROSA ST.,MALATE MANILA",,524-0529,0,000-655-321-000VAT,000-655-321-000VAT
DP000290,ZZ BPI-CA1,VISAYAS AVE.,,,0,,
DP000291,ZZ VISAYAS COMPUTER,MANILA,,,0,,
DP000292,ZZ HINARIO GONZALES,MANILA,,,0,,
DP000293,RADIO MINDANAO NETWORK INC.,MINDANAO,,,0,047-000-493-145 VAT,047-000-493-145 VAT
DP000294,ZZ MEL RAMOS,C/O LDI,,,0,,
DP000295,DAVAO LIGHT & POWER CO.,DAVAO CITY,,,0,000-553-043-00000 VAT,000-553-043-00000
DP000296,ZZ FELIX ELAGO,MANILA,,,0,,
DP000297,ZZ HEDELIZA GAW FARM,ISABELA,,,0,,
DP000298,ZZ ISAAC MANAAY,C/0 LDI,,,0,,
DP000299,ZZ PHIL. BUSINESS PROFILES,MANILA,,,0,,
DP000300,ZZ INDEPENDENT TELEPHONE CO.,BINAN,,,0,000-933-829-000,000-933-829-000
DP000301,ZZ ICHINEN COMMERCIAL,MANILA,,,0,,
DP000302,PRINCESS BOX MAKER,39 KAUNLARAN VILLAGETAWILIS ST. KALOOKAN CITY,FRAYLE GARBON,287-69-48,30,,
DP000303,"CADS MARKETING, INC.","38 SCOUT BAYORAN,DILIMANQ.C.",STEPHEN CHUA,740-85-10,90,000-403-726-000V,000-403-726-000V
DP000304,ZZ MANDALA 96,MANILA,,,0,,
DP000305,ZZ SOLMAC MARKETING INC.,MANILA,,,0,300-000-369-868V,300-000-369-868V
DP000306,XXXEVELYN ALANDY DY,C,,,0,,
DP000307,ZZ ISAGANI GASCAL/SUSANA FARM,MANILA,,,0,,
DP000308,ZZ JOSEPH FLORES,MANILA,,,0,,
DP000309,SIBESCO MANUFACTURING CORPORATION,"36 VICTORIA VILL.BO.CANUMAY, VALENZUELA CITY",,4458480,90,000-235-315-000 VAT,000-235-315-000 VAT
DP000310,"ZZ CRESENCIO D. DELA CRUZ, JR.",H.O.,,,0,,
DP000311,ZZ NOEL KINAMOT,DAVAO,,,0,,
DP000312,ZZ BUDGET PRINTER,"1679DART ST., MANILA",JULIE,361-39-31,90,202-336-644-000VAT,202-336-644-000VAT
DP000313,"XXXLOHMANN ANIMAL HEALTH, PHILIPPINES","146 WEST AVENUE,QUEZON CITY",MS.RACHEL TIMOG,425-13-64,0,214-117-558-000 VAT,214-117-558-000 VAT
DP000314,ZZ JUN TAN/BIBIANA FARM,DAVAO,,,0,,
DP000315,ZZ ITO CAPILI/BIBIANA FARM,DAVAO,,,0,,
DP000316,ZZ LAZARO MANZING/MONTEMARIA FARM,DAVAO,,,0,,
DP000317,XXXXX GOLAMCO,AUSTRALIA,,,0,,
DP000318,"ZZ FIL-ANASERVE, INC.","NO.20B MAARALIN ST.,CENTRAL DIST.DILIMAN Q.C.",,928-1099,0,210-173-270-000VAT,210-173-270-000VAT
DP000319,ZZ STANLEY DAVID,C/O LDI,,,0,,
DP000320,VICTOR C. MANABAT,QUEZON CITY,VICTOR,,0,,
DP000321,ZZ CAVITE COLISEUM,CAVITE,,,0,,
DP000322,ZZ GENEROSO CALICA,QUEZON CITY,GENER,,0,,
DP000323,ZZ BERNARDO B. BAUTISTA,METRO MANILA,,,0,,
DP000324,ZZ LYS MARKETING,Q.C.,,,0,,
DP000325,ZZ SR COMMISSION - VISAYAS,C/O  LDI,,,0,123,123
DP000326,ZZ POWER PACKAGING CORPORATION,"231 ROOSEBELT AVE.,SAN FRANCISCO DEL MONTEQUEZON CITY",,,0,004-473-612V,004-473-612V
DP000327,ZZ POWER PACKAGING CORPORATION,"231 ROOSEBELT AVE.,SAN FRANCISCO DEL MONTEQUEZON CITY",,,60,004-473-612V,004-473-612V
DP000328,ZZ ALIVIA FARM & P/S,C/O JTJ,,,0,,
DP000329,ZZ ROLYNS COMMERCIAL,C/O AYC,,,0,,
DP000330,ZZ ALVIN MORATO,OTC - VISMIN,,,0,,
DP000331,ZZ OINK OINK FARM,BULACAN,RICK,,0,,
DP000332,EVELYN E. MANALO,LDI,,,0,123,123
DP000333,XXXXN REYES,BINAN DEPOT,,,0,123,123
DP000334,XXXXTERESITA G. OMBRETE,TBPI (H.O.),,,0,123,123
DP000335,"XXXAPPAREL HOUSE, INC.","56 20TH AVENUE,MURPHY, QUEZON CITY",,,0,,
DP000336,PAENCOR INC.,ARANETA AVE.QUEZON CITY,,,0,000-723-908-V,000-723-908-V
DP000337,XXXELSINOR C. MAPA,TREASURY DEPT.,,,0,,
DP000338,PHILIP O. HUGO,c/o Head Office,,,0,123,123
DP000339,ZZ MARILOU Q. KHO,QUEZON CITY,,,0,,
DP000340,ZZ TFE SALES MARKETING CORPORATION,binan,,,0,,
DP000341,"CIBI INFORMATION, INC.","2/F CIBI INFORMATION CTR.3308 ZAPOTE ST.,MAKATICITY,PHILS.",,8990015,0,005-059-207-000 VAT,005-059-207-000 VAT
DP000342,ORIENTAL MOTOR PARTS,BINAN LAGUNA,,,0,,
DP000343,PLATERO INDUST. & CONST. SALES,BINAN LAGUNA,,,0,,
DP000344,NISSAN GALLERY QUEZON AVENUE,QUEZON AVENUE,,,0,002-919-431-000 VAT,002-919-431-000 VAT
DP000345,ASF COMMERCIALS,PAG-ASA QUEZON CITY,,,0,,
DP000346,LIZANNE Y. CASTILLO,C/O LDI,,,0,162-910-198-000,
DP000347,ZZ MANUELA JOCELYN ESLABAN,C/O LDI,,,0,,
DP000348,ZZ SAVER'S MART,ANGELES CITY,,,0,,
DP000349,SUPERMAX MARKETING,SAN JUAN,,,0,,
DP000350,VALENTINO P. DE LEON,QUEZON CITY,,,0,123,123
DP000351,ZZ SCANATRONIC REPRO SERVICES,"154 JOSE P. BAUTISTAPOTRERO, MALABON M.M.",,,60,026-000-247-012VAT,026-000-247-012VAT
DP000352,ZZ GAME BIRD MAGAZINE,"RM. 201 MELENDREZ BLDG.MALINAO, PASIG CITY",,,0,,
DP000353,ZZ LIMDICO ARTHUR,QUEZON CITY,,,0,,
DP000354,ZZ MOTION GRAFIX,METRO MANILA,,,0,,
DP000355,PHIL. SOCIETY OF ANIMAL NUTRITIONISTS,"paseo de valmayor, losbanos, laguna 4030,phils.",,,0,,
DP000356,ZZ JOSE TAN,METRO MANILA,,,0,,
DP000357,ZZ TROPICAL BIOLOGICAL- VACCINE,97 MATATAG ST. Q.C.,,,0,,
DP000358,PREMIUM POULTRY SUPPLY,MANILA,,,0,,
DP000359,ZZ GOODWILL BOOKSTORE,quezon city,,,0,,
DP000360,ZZ EBHEA FURNISHING INC.,MANILA,,,0,123,123
DP000361,ZZ RB CAR AIRCON & ELECTRICAL,12 A QUEZON BLVD. Q.C.,,,0,,
DP000362,ZZ EASYCALL,"418 ARAYAT ST., COR.LIBERTAD ST, MADALUYONGCITY",,5338001,0,000-586-363-VAT,000-586-363-VAT
DP000363,ZZ RICHARD BATES,MANILA,,,0,,
DP000364,ZZ JANE WILMA A. REYES CONST.,BINAN,,,0,123/177-955-539 V,123/177-955-539 V
DP000365,ZZ HOTEL SUPREME,BAGUIO,,,0,,
DP000366,ZZ BE SCIENTIFIC GLASS INSTRUMENT,"UP SHOPPING CENTER UPDILIMAN, Q.C.",BELEN MONTENEGRO,920-69-89,30,104-015-938-000,123
DP000367,ZZ PANDI POULTRY BREEDER FARM,0,,,0,,
DP000368,XXXTAME RAM POULTRY SUPPLY,0,,,0,,
DP000369,ZZ NAKAMURA AGRIVET SUPPLY,0,,,0,,
DP000370,"ZZ APEX TECHNICAL SERVICES,INC.","907 florante st.,plain-view subd. mandaluyongcity",,532-5115,0,000-434-690VAT,000-434-690VAT
DP000371,ZZ ISABELA FEEDMILL/LIVESTOCK,0,,,0,,
DP000372,ZZ CHRISTIAN AGRIVET,0,,,0,,
DP000373,ZZ MAYFLOWER V & F,0,,,0,,
DP000374,CENTRAL NEGROS COCKERS ASSOCIATION,quezon city,,,0,,
DP000375,ORA FARM & GOOD SHEPHERD V/S,0,,,0,,
DP000376,GEORGE YUQUICO,LDI,,,0,,
DP000377,ZZ JAMES ULILANG,0,,,0,,
DP000378,ZZ GY ENTERPRISES,0,,,0,,
DP000379,"ZZ GLORIA, CANDREO",0,,,0,123,123
DP000380,"ZZ MORENO, ROMMEL",BINAN,,,0,123,123
DP000381,"ZZ REYES, CHRISTOPHER",BINAN,,,0,123,123
DP000382,CARLOS GOTHONG LINES,0,,,0,123,123
DP000383,"QUASHA, ANCHETA, PENA LAW OFFICEXXX","DON PABLO BLDG.114 AMORSOLO ST.,MAKATI CITY",,892-3011,0,000-492-546-000 VAT,000-492-546-000 VAT
DP000384,AMELCO DESICCANTS,"23 Congressional Ave.,Extn., Quezon City 1100",DEBIE C. MEILY,927-85-41,60,103-966-193-001 VAT,103-966-193-001 VAT
DP000385,ZZ ARLO M. RIVERA,LDI H.O.,,,0,123,123
DP000386,ZZ STAR PAGER 2000,"UNIT 2503 TEKTITE TOWEREXCHANGE ROAD, ORTIGASCENTER, PASIG CITY",,,0,02-307-005-VAT,02-307-005-VAT
DP000387,DIPLOMAT SERVICES & COMMERCIAL,Q.C,,,0,,
DP000388,"ZZ SAN JOSE, REMEDIOS",Q.C. (HO),,,0,123,123
DP000389,"ZZ UNITED INSURANCE COMPANY, INC.","MANILA, PHILIPPINES",,,0,000-829-738-000,000-829-738-000
DP000390,KD PRINTING CORPORATION,"66 K 1ST STREET,KAMUNING, QUEZON CITY",,,90,400-003-933-148 VAT,400-003-933-148 VAT
DP000391,"ZZ MAGIN, NAPOLEON",LCPI,,,0,,
DP000392,ZZ OLD SPICE65 ENTERPRISES,"1565 C.M. RECTO AVE.,MLA",NOEL BRILLANTES,,0,091-932-137-000 NV,091-932-137-000 NV
DP000393,"ZZ CASTRO, CRISTINA",C/O LDI,,,0,,
DP000394,DR. RACHEL GO,PENAFRANCIA REGATTA,,,0,,
DP000395,"ZZ GOLAMCO, PHILIP",C/O LDI,,,0,,
DP000396,B.C. CRUZ PUBLISHING HOUSE,"15 MARCELO ST., SUAREZ-VILLE SUBD. PINAGBUHATANPASIG CITY",POCHIE CRUZ,645-20-24,30,215-326-819-000 NON VAT,
DP000397,XXXWINNING FARMS CORP.,MANILA,,,90,,
DP000398,ZZ ALPA BATTERY SUPPLY,"little banawe,brgy.bagongbayan, Maharlika Hi-ways.p.c.",MARK ANTHONY PANDANA,5612801,0,212-207-658-000 NON VAT,212-207-658-000 NON VAT
DP000399,"VITACOLOR INDUSTRIES, INC.","EMERALD BUILDING,EMERALS AVENUE, ORTIGASCENTER 1605 PASIG CITY",DR. ARSENIO BRAGAA,631-1601,30,000-280-878-VAT,000-280-878-VAT
DP000400,ZZ CARLITO LEGASPI,BINAN,,,0,123,123
DP000401,NEW FARMERS SUPPLY CENTER,C/O LDI,,,0,,
DP000402,"ZZ DICONEX PHILS., INC.",MANILA,,,0,,
DP000403,XXXMARCIAL RAMOS,C/O AYC,,,0,,
DP000404,XXXMILO REY RAMOS,C/O AYC,,,0,,
DP000405,XXXPICAL BIOLOGICAL-MOTORPOOL,Q.C.,,,0,,
DP000406,BINAN MUNICIPAL TREASURERS OFFICE,"BINAN, LAGUNA",,,0,123,123
DP000407,ELIZABETH TAN,MANILA,,,0,,
DP000408,ZZ TRINIDAD SEE,QUEZON CITY,,,0,123,123
DP000409,ULTRA TRUCK BODY BUILDER,MANILA,,,0,,
DP000410,BENCYN PRINTHAUS,235 AGLIPAY STREETMANDALUYONG CITY,BOYET,531-93-52,90,146-627-812-000 NONVAT,146-627-812-000 NONVAT
DP000411,ZZ JOSE DARWIN T. TAPIA,cavite,,,0,,
DP000412,ZZ VETERINARY PRACTITIONER ASSO.,MANILA,,,0,,
DP000413,"ZZ MALAMION, JESSICA L.",Q.C.,,,0,,
DP000414,GOLDENDALE MANUFACTURING,MALABON. M.M.,,,0,280-121-667-744-V,280-121-667-744-V
DP000415,DRAGON ENTERPRISES CORPORATION,"44 LIBERTAD ST.,PASAY CITY",,8330434,30,051-000-304-553-VAT,051-000-304-553-VAT
DP000416,ZZ ILOILO HOG FARMERS,C/O Q.C.,,,0,,
DP000417,ZZ SOUTHRIDGE CLASS OF 2003,HILLSBOROUGH SUBD.ALABANGMUNTINLUPA METRO MANILA,,,0,,
DP000418,SANTINO METAL INDUSTRIES,"LOT 6A,BLK.5DONA ISIDORAST.,DON ATONIOHTS.II OLDBALARA Q.C.",,732-2364,0,216-871-025-000VAT,216-871-025-000VAT
DP000419,"ZZ MANGASER, RAFIC",Q.C.,C/O RQG,,0,,
DP000420,ZZ JESSIE M. PRIMAVERA,BACOLOD-ABS CBN,,,0,,
DP000421,"ZZ MALLARI, FELICIDAD",BINAN,FELICIDAD MALLARI,,0,,
DP000422,ZZ RHONE-POULENC,110 RADA ST. LEGASPI VILLMAKATI CITY,EVANGELINE CORDOVA,FAX815-13-60,0,,
DP000423,ZZ MONTE VISTA RESORT,"820 JP RIZAL STREET,MAKATI, CITY",RORI LAXAMANA,8998488,0,,
DP000424,"ZZ CUSTODIO, MYRNA",C/O DARIA REBDOMIA,DARIA REBADOMIA,,0,,
DP000425,PILHINO SALES CORPORATION,EDSA COR. MADISON STS.MANDALUYONG CITY,,,0,000-059-809-000 VAT,000-059-809-000 VAT
DP000426,"ZZ ENTIRE CAR CARE CENTER, INC.","44 Nicanor Roxas Streetcor.Apo St.,Sta.MesaHeights, Q.C.",,732-1173,0,003-823-135-000 VAT,003-823-135-000 VAT
DP000427,ZZ FRESH AIR HOTEL,LUCENA CITY,,,0,,
DP000428,"XXXLAZARO ROSALES,JR.",OKIDOK,LAZARO ROSALES,,0,,
DP000429,"ZZ INFOCOM TECHNOLOGIES, INC.","P/H PADILLA BLDG.EMERALD AVE., ORTIGASCENTER, PASIG CITY",JOY GO,6352359,0,003-948-484-000,003-948-484-000
DP000430,ZZ CENTRAL DEVELOPMENT,C/O BINAN,,,0,,
DP000431,ZZ GERHART ENTERPRISES,"UNIT F-16 PRINCE PLAZACOND., LEGASPI VILLAGE,MAKATI CITY",MS.LIZA ROSANES,,0,,
DP000432,AVENIDA MEDICAL SUPPLIES & HOSPITAL EQUIPMENT,"Sta. Cruz, Manila",,,0,008-320-113-000 VAT,008-320-113-000
DP000433,ZZ HI-FLEX ENTERPRISES,"1109 unit c5-1, a.boni-facio ave.Q.c.",,366-6221,0,132-435-856-002 VAT,132-435-856-002 VAT
DP000434,ASIA ORIENT CHEM TRADE,"512 ALTURA ST., STA. MESAMANILA",,,30,000-514-957-VAT,000-514-957-VAT
DP000435,"BASF PHILIPPINES, INC.","EMERALD BUILDINGEMERALD AVENUE, ORTIGASCENTER, 1657 PASIG CITY",ARSENIO BRAGA,631-1601,60,043-000-282-714-VAT,043-000-282-714-VAT
DP000436,XXXELPIDIA M. GONZALES,Q.C.,"GONZALES, ELPIDIA M",,0,,
DP000437,"ZZ REYES, FLORABEL B.",BINAN,,,0,123,123
DP000438,ZZ THE JETPRINTER,"#77 BONI SERRANO AVE.,QUEZON CITY",,,0,,
DP000439,J.M. ESGUERRA'S PRINTING PRESS,"179 IBA STREET, BRGY.SALVACION, LALOMA,QUEZON CITY",,,90,174-700-005-V,174-700-005-V
DP000440,UNION AGRIVET CORPORATION,3332-3334 RAMON MAGSAYSAYMANILA,,,0,320-004-463-855-VAT,320-004-463-855-VAT
DP000441,ZZ JESUS ABAD,lcpi,,,0,,
DP000442,ZZ ELIZABETH PALACIOS,H.O.,,,0,,
DP000443,ZZ TEH S. YONG LIMPE,MANILA,,,0,,
DP000444,WORLD CONSOLIDATION (PHILS.)INC.,"G/F ELENA II BLDG.1036-38J.NAKPIL ST., MALATE,MLA",,526-1241,0,200-102-084-000 VAT,200-102-084-000 VAT
DP000445,MALABON CONTAINER CORP.,"MALABON, METRO MANILA",,,0,123,123
DP000446,ZZ PETER GARCHITORENA,QUEZON CITY,PETER,,0,123,123
DP000447,VICTORIA H. MARTINEZ,MAKATI,,,0,,
DP000448,"ZZ NITACOLOR INDUSTRIES, INC.","EMERALD BUILDING,EMERALD AVENUE, ORTIGASCENTER 1605 PASIG CITY",DR. ARSENIO BRAGA,631-1601,90,000-280-878-VAT,000-280-878-VAT
DP000449,XXXDAISY L. TIONGSON,TBPI BINAN,,,0,,
DP000450,XXXGLORIA Y. LABORADA,BINAN,,,0,,
DP000451,ZZ CONSOLIDATED BROADCASTING,2406 NOBEL COR. EDISON STMAKATI CITY,JO MAMAR,867661,0,000-446-501-000 VAT,000-446-501-000 VAT
DP000452,"CONTINENTAL ADVERTISING, INC.","511 ALLIANC BLDG.ROSARIO ST., MANILA",LEE TIONG SENG,481793,0,000-327-711-VAT,000-327-711-VAT
DP000453,ZZ PHIL. EXPO AND FAIRS CORP.,MANDALUYONG CITY,,,0,123,123
DP000454,ZZ PAVON SCHOOL SUPPLIES,"PUBLIC MARKET, BINANLAGUNA",,,30,,
DP000455,"MANULIFE PHILIPPINES,INC.","TORDESILLAS COR.GALLARDOSTS.,SALCEDO VILLAGE,MAKATI CITY",DIXIE G. RIOS,817-2976,0,,
DP000456,"ZZ GONZALES, EDGARDO",C/O DAET PROVINCIAL VET.,,,0,,
DP000457,MANCE TRADING & GEN. SERVICES,"22 J. GONZALES ST.,BINAN, LAGUNA",ELDIE,511-6554,30,177-929-159-000 VAT,177-929-159-000 VAT
DP000458,ZZ GEORGE DUJUNCO,Q.C.,,,0,,
DP000459,ROTARY CLUB OF CENTRAL TARLAC,"CENTRAL, TARLAC",,,0,,
DP000460,"ZZ CABILI, JERRY D.",Q.C. (H.O.) - LCPI,,,0,123,123
DP000461,ZZ R & R RESORT,"KANSAS ST., STO. TOMAS,BINAN, LAGUNA",,,0,,
DP000462,STEPHANIE ONG,AU,,,0,,
DP000463,ZZ SHAMMAH,C/O Q.C.,,,0,,
DP000464,"JULY MANUFACTURING CO., INC.","77 GENERAL LUIS STREET,NOVALICHES, QUEZON CITY",CELIA/BETH,9372596,90,300-000-363-976,30-8-000-267
DP000465,ZZ HIMAYA ELECTRO CORPORATION,BINAN,,,0,,
DP000466,ZZ ERECTOR ADVERTISING SIGN GROUP,"5 SAMAT RD. COR. LUZONAVE., GARCIA HIEGHTS HOLYSPIRIT, QUEZON CITY",JIMMY C. AMOROTO,,0,280-136-391-771-VAT,280-136-391-771-VAT
DP000467,ZZ CAMAYA FARMS,C/O RTS,,,0,,
DP000468,"ZZ SEALINE CARGO FORWARDERS, INC.","2212 OROQUITA ST. COR.BATANGAS ST., STA. CRUZ,MANILA",,,0,,
DP000469,XXXNICO VALCONCHA,C/O AYC,,,0,,
DP000470,ZZ SAINT BENEDICT COLLEGE,C/O DR. VILLACORTE,,,0,,
DP000471,ZZ LIBERATO HOLLMAN,MANILA,,,0,,
DP000472,"CAMDEN INDUSTRIES, INC.","RM. 223 EQUITABLE BANKBLDG. II ORTIGAS AVE.,SAN JUAN, M.M.",,,45,000-375-203-VAT,000-375-203-VAT
DP000473,ZZ MANILA TRITON INDUSTRIAL SERV.,"3/F SGS FOUNDATION BLDG.1335 G. ARANETA AVE.,QUEZON CITY",,,60,380-000-403-001-VAT,380-000-403-001-VAT
DP000474,WELL AUTO REPAIR SHOP,DAVAO,,,0,,
DP000475,ZZ DEMA FARM,C/O GSC,,,0,,
DP000476,ZZ AMERASIAN FREIGHT FORWARDING,"UNIT 4 DIOVIC BLDG. DR. ASANTOS AVE., SUCAT PARANAQUE, METRO MANILA",,,0,,
DP000477,PHILIPPINE SAVINGS BANK,247 P. Tuazon cor. 15thAve. Cubao Quezon City,,,0,000-663-983-00111 NON VAT,
DP000478,ZZ QUINTESSENCE LIGHTING SYSTEMS,"158N DOMINGO ST.,SAN JUANMETRO MANILA",CLARIE/PINKY,724-40-55,60,129-005-434-000 VAT,129-005-434-000 VAT
DP000479,ZZ ALLEJE FARM,C/O GSC,,,0,,
DP000480,BPI FAMILY BANK - UISD,MANILA,,,0,123,123
DP000481,"ZZ SANTOS, ARNOLD",ISABELA,,,0,123,123
DP000482,ROYAL TRADING,C/O RDB,,,0,,
DP000483,"ZZ ACHIEVERS FARM, BULACAN",C/O AYC/RTS,,,0,,
DP000484,"ZZ LSG SPIRIT OF '76, INC.",MANILA,,,0,,
DP000485,"ZZ QUIZON, LIGAYA A.",QUEZON CITY,,,0,123,123
DP000486,ZZ ALLAN ONG,MANILA,,,0,,
DP000487,"ZZ GLOBELINK FREIGHT SERVICE, INC","2/F NBV BUILDING, 1191 M.OROSA ST., ERMITA, MANILA",,,0,033-004-584-340 VAT,033-004-584-340 VAT
DP000488,"ZZ MUROS, ROLANDO",Q.C.,,,0,,
DP000489,JOINT VISION ENTERPRISES,MANILA,,,0,123,123
DP000490,ELITE ENTERPRISES,H.O Q.C.,,,0,,
DP000491,"ZZ BROTHERHOOD ORGANIZATION OF THE PHILS., IN",daine indang cavite,,,0,,
DP000492,ZZ BIRKART-EAST WEST FREIGHT PHIL,MANILA,,,0,123,123
DP000493,"ZZ GOLAMCO, KIM Y.",QUEZON CITY,,,0,123,123
DP000494,ZZ RUPERTO DE LA CRUZ,MANILA,,,0,123,123
DP000495,ZZ PHA,"PHIL-AM HOMESEDSA, QUEZON CITY",,,0,,
DP000496,V-PRO ENTERPRISES,MANILA,,,0,123,123
DP000497,ZZ VSAS,MANILA,,,0,,
DP000498,ZZ ISUZU PASIG,"102 E. rodriguez ave.j.vargas ave., brgy ugongpasig city",,,0,005-129-405-002,005-129-405-002
DP000499,ZZ PAMI POULTRY SUPPLY,MANILA,,,0,,
DP000500,ZZ CERDAN FARM SUPPLY,MANILA,,,0,,
DP000501,ZZ BIG & SMALL ANIMAL CLINIC,MANILA,,,0,,
DP000502,PEACH GARDEN RESTAURANT,QUEZON CITY,,,0,,
DP000503,ZZ EXEQUIEL S. GARRIDO III,ILOILO CITY,,,0,,
DP000504,ZZ ED FLORES,MANILA,,,0,,
DP000505,ZZ ELEVENTH MARKETING,MARIKINA,,,0,,
DP000506,ZZ COOP,Q.C.,,,0,123,123
DP000507,NEW RV'S AGRI-VET & P/S,Q.C.,,,0,,
DP000508,ZZ GREAT AUTO SUPPLY,"2955 TAFT AVENUE,PASAY CITY",,,0,,
DP000509,ZZ SONNY LOPINGCO,QUEZON CITY,,,0,,
DP000510,ZZ AIRSPEED INTERNATIONAL CORP.,"TAMBO, PARANAQUE",,,0,,
DP000511,ZZ MARILOU F. OSTRIA,BICOL,,,0,123,123
DP000512,ZZ REVA FARM,MANILA,,,0,,
DP000513,TRANS-ASIA PHILS. MFG. CORP.,MANILA,,,0,123,123
DP000514,XXXDR. DATUIN,C/O AYC,,,0,,
DP000515,ZZ FOUNDATION FOR RESOURCE LINKAG,MANILA,,,0,123,123
DP000516,ZZ MANAGEMENT OF FINANCIAL INST.,MANILA,,,0,123,123
DP000517,ZZ JASON DULAY,MURPHY,,,0,,
DP000518,ZZ TRINITY APPLIANCE CENTER,BINAN,,,0,,
DP000519,IBANEZ ELECTRICAL & INDUS.SER.,BINAN,,,15,,
